id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
633143,4,"Around 5 depending on the type of sushi you make. But for the average Sushi, I expect 5.","Week day lunch,Week day dinner,Weekend lunch",Around $10,Passengers(2016),Water,Siblings,,Sushi
743828,2,5,"Week day dinner,Weekend dinner",7,Finding Nemo,Water,"Parents,Siblings,Friends",,Sushi
520861,4,4,"Weekend lunch,Weekend dinner,At a party",20,Madagascar,Tea,Friends,,Sushi
517019,5,3,"Week day dinner,Weekend dinner,Late night snack",7,Spirited Away,Beer,"Friends,Strangers",,Sushi
626779,2,"fish, rice, seaweed","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$13 ,i dont know,none,"Parents,Siblings",,Sushi
611716,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,Bladerunner,miso soup,Friends,,Sushi
193195,5,3,"Week day dinner,Weekend dinner,At a party",$20 ,Kill Bill,Water,"Parents,Siblings,Friends",A little (mild),Sushi
627530,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$14 ,Koe No Katachi,Tea,"Parents,Friends",,Sushi
626479,5,Really depends on the type of sushi but typically around 5 or so,"Weekend dinner,At a party",$10 ,Isle of Dogs,Just water honestly,"Parents,Friends",,Sushi
624540,5,"rice, cucumber, crab, 

3",Weekend lunch,20,talented,korea drink/japanese drink,Friends,,Sushi
601941,3,4,"Week day dinner,Weekend lunch,Weekend dinner",15,Crayon Shin-chan the Movie,Oolong Tea,"Parents,Friends",,Sushi
606726,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,Crazy Rich Asians,Juice,"Parents,Friends,Strangers",,Sushi
634825,2,3,Weekend dinner,$12 ,Your name,Tea,Friends,,Sushi
613409,3,"Fish, Rice, Vinegar. Total of 3","Week day dinner,Weekend dinner,At a party,Late night snack",6,Memoirs of A Geisha,Water,Parents,A little (mild),Sushi
633224,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10.00 ,Kung Fu Panda,Water,"Siblings,Friends",,Sushi
738850,4,5,"Week day dinner,Weekend lunch,Weekend dinner",$12.00 ,Masterchef,Tea,"Parents,Friends",A little (mild),Sushi
500470,3,At least 3,"Week day dinner,Weekend lunch,Weekend dinner,At a party",8.50 CAD,Nothing comes to mind,Water,Friends,,Sushi
13183,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,Memoirs of a Geisha,Water,"Siblings,Friends",,Sushi
229041,5,2-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15-20 dollars,kung fu panda,tea,"Parents,Friends",,Sushi
630949,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$4 ,The Godfather,Tea,"Siblings,Friends",,Sushi
413014,3,"5-7, depending on what type of sushi","Week day lunch,Week day dinner,Weekend dinner,At a party",8-10$ for 5-8 sushis,"A Japanese anime movie, such as Spirited Away",Sake (Japanese rice wine),"Parents,Friends",A moderate amount (medium),Sushi
526510,3,5,"Week day lunch,Weekend lunch",20,,water,Friends,A lot (hot),Sushi
390823,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20 ,Finding Nemo,Tea,"Parents,Friends",,Sushi
717116,3,4-7,"Week day dinner,Weekend dinner,Late night snack",$20-30,Lost in Translation,"wine, tea, sparkling water",Parents,,Sushi
712143,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,monster,Sake,Friends,I will have some of this food item with my hot sauce,Sushi
612538,5,3,"Week day dinner,Weekend dinner,At a party",$9 ,Cars 2,Tea,"Parents,Siblings,Friends",,Sushi
603812,5,2,"Weekend lunch,Weekend dinner",20 Bucks,Kill Bill,Sake,"Parents,Siblings,Friends",,Sushi
740568,5,3,"Week day dinner,Weekend dinner",$14 ,Cars,Water,Parents,,Sushi
712702,2,3,"Week day dinner,Weekend dinner,Late night snack",10,Spirited Away,lemon tea,"Parents,Friends",,Sushi
519638,3,"Sushi Rice, Fish","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12 for a roll,Dune,Water,"Parents,Siblings,Friends",,Sushi
627800,3,1-5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20-Oct,Suzume,Tea,"Parents,Siblings,Friends",,Sushi
406863,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,Kung Fu Panda,Bubble Tea,Friends,,Sushi
726962,1,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",30,Detective Conan,coke,"Parents,Siblings",,Sushi
628077,4,5,"Week day lunch,Week day dinner,Weekend lunch",12,Big Hero 6,Water,"Parents,Siblings,Friends",,Sushi
601693,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$13 ,Shark Tale,Water,"Parents,Siblings,Friends",,Sushi
606821,5,8,"Week day dinner,Weekend dinner",$20 ,Yakuza,Sake,"Parents,Teachers",,Sushi
455047,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20,,"water, tea","Parents,Siblings,Friends",,Sushi
625576,3,8,"Week day lunch,At a party",12,Finding Nemo,Water,Friends,,Sushi
747734,3,3-5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5-10 dollars,The Godfather,Soda ,"Siblings,Friends",A moderate amount (medium),Pizza
517064,2,I'd expect it to contain about 7-8 ingredients.,"Week day lunch,At a party",For a pizza slice I'd expect to pay $3-4 at most.,Teenage Mutant Ninja Turtles.,Root-beer.,Parents,,Pizza
629285,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$12 medium size pizza,home alone,Coke,Friends,I will have some of this food item with my hot sauce,Pizza
743488,4,4,"Week day lunch,Weekend lunch,At a party,Late night snack",$5.00 for a single slice/meal,Spider-Man 2,soda,"Parents,Siblings",,Pizza
635179,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$7.00 ,Avengers End Game,Sprite,Friends,A little (mild),Pizza
313562,1,8,"Weekend dinner,At a party,Late night snack",$2 ,fast and furious ,crush ,"Siblings,Friends",A moderate amount (medium),Pizza
712670,2,"I would expect it to have 3 ingredients:
1. Dough
2. Tomato Sauce
3. Mozzarella","Weekend dinner,At a party,Late night snack",I would pay about 4 Canadian dollars a slice.,I think about the movie Ratatouille as it took place in Italy and Pizza reminds me of Italy.,I would pair it with a bottled Coca-Cola for the authentic western junk food combo.,Friends,A little (mild),Pizza
635627,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4 ,Rush Hour,Coke,"Friends,Teachers",,Pizza
524485,4,10,"Week day lunch,Weekend lunch,At a party",7.5,Teenage Mutant Ninja Turtles,Coke,Friends,,Pizza
632320,3,"Tomato, Beef, Onion","Week day lunch,At a party",It's about 16 for a whole pizza.,Teenage Mutant Ninja Turtles,coke,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
633520,3,"Depends how fine-grain you're going. 

 

Obviously we expect flower, water, salt and yeast for the dough (4)

 

Then we have tomatoes, more salt, and some spices for the sauce (anywhere from 3-10)

 

Then the toppings; depending on how many you'd like to add. So we're looking at anywhere from ~10-17 ingredients to make it from start to finish","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",anywhere from $5-$10,Cloudy with a chance of meatballs ,"Some kind of fizzy drink, like Crush. ",Teachers,A little (mild),Pizza
606905,4,7,"Week day lunch,At a party,Late night snack",14.99,ratatouille,pineapple fanta,Friends,A moderate amount (medium),Pizza
393424,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,Spider-Man 2,Coke,"Siblings,Friends",,Pizza
618333,2,"Flour for dough

sauce

cheese 

two toppings 

3 min to 7

5 being optimal","Week day lunch,At a party,Late night snack",10 canadian dollars ,Grown ups,Coca cola,Friends,A little (mild),Pizza
613776,2,6,"Week day dinner,Weekend dinner,At a party,Late night snack",4 CAD,Teenage Mutant Ninja Turtles,Diet Coke,Friends,,Pizza
628093,4,"I would expect it to contain 5 ingredients.

Dough, cheese, tomato sauce, some kind of meat, and some kind of vegetable.","Weekend lunch,At a party",$20 to $25.,Five Nights at Freddy's.,Nestea.,"Parents,Friends",,Pizza
411781,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7,Spider-Man 2,Coke Zero,"Parents,Siblings,Friends",,Pizza
525567,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Ratatouille,Water,"Friends,Strangers",A little (mild),Pizza
634455,3,3 to 4.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4 dollars.,The teenage mutant ninja turtles.,Coke or Pepsi.,Friends,A moderate amount (medium),Pizza
410165,4,5,"Week day lunch,Weekend dinner,At a party,Late night snack",15,avengers,apple juice,Friends,,Pizza
602394,3,"dough (flour, eggs, water) 

cheese

tomato sauce 

3 ingredients ","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$15 ,Home Alone ,Pop,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
743623,3,"6 Ingredients

Dough, Tomato Sauce, Cheese, 2-3 Toppings such as Meat and Vegetables

Additionally Creamy Garlic Dip is a recommended compliment to the pizza. ","Week day lunch,Weekend lunch,At a party,Late night snack",$20 maximum for a large pizza filled with toppings such as Chicken. ,Spider-Man: Across the Spider-Verse,"Pop, such as Coke or Pepsi","Parents,Friends",A moderate amount (medium),Pizza
87783,1,At least 3 ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5 per slice.,Home Alone,Coca-Cola or Beer,"Siblings,Friends,Teachers,Strangers",,Pizza
632431,2,"Tomato sauce, cheese, dough, mushrooms, olives, chicken, pineapple ","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.00$,Ratatouille ,Coca Cola,"Parents,Siblings",A lot (hot),Pizza
744091,2,"Water, Yeast, Flour, Salt, Sugar, Tomato Sauce, Cheese so at least 7","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",For a single slice probably 6 dollars,Teenage Mutant Ninja Turtles,Water,Friends,,Pizza
519570,3,8-10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6 ,Saving private ryan,Soda,"Friends,Strangers",,Pizza
508149,3,5,"Weekend dinner,At a party,Late night snack",19,Ratatouille,Water,"Siblings,Friends",A moderate amount (medium),Pizza
524992,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4, the avengers ,coca cola,"Friends,Teachers",I will have some of this food item with my hot sauce,Pizza
306207,3,7-12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$20 for 1 pizza,Back to the Future,coke,"Friends,Teachers",A moderate amount (medium),Pizza
522205,3,From 3 to 7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5 ,Spiderman,Sprite,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
5978,3,6,"Week day lunch,Week day dinner,At a party,Late night snack",4 dollars,Mr deeds,Water,"Friends,Teachers",,Pizza
631198,3,7,"Week day lunch,Weekend lunch,At a party",20,Green Book,water,"Parents,Siblings,Friends,Strangers",A lot (hot),Pizza
629700,2,"3 core ingredients (cheese, tomato sauce, flour), and a variable number of toppings. ","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6 dollars,Cloudy with a chance of meatballs,Water,"Friends,Teachers",,Pizza
630928,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Cloudy with a Chance of Meatballs,apple juice,Friends,,Pizza
607286,4,20-15,"Week day lunch,Week day dinner,At a party","For fast food chains, about $10/person.
For dine-in restaurants, about $20/person.",Murder Mystery.,Sprite.,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza
522890,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10$,Home Alone. Or action movies,"Sprite or any soft drinks as such. Coke, Pepsi, etc.","Siblings,Friends",,Pizza
617029,3,5,"Week day dinner,Weekend dinner,At a party",20,Scott Pilgrim vs. the World,coke,"Siblings,Friends,Strangers",A little (mild),Pizza
617462,3,4,"Week day lunch,Weekend lunch,At a party",$5 ,Spider-Man 2,Coke,"Siblings,Friends",,Pizza
634690,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6 ,home alone 2,pepsi,"Parents,Siblings",A little (mild),Pizza
630198,2,4,"Weekend lunch,At a party",5,the ritual,coca-cola,"Friends,Teachers",,Pizza
520507,3,7,"Weekend dinner,At a party",$4 ,,Ginger ale,"Parents,Siblings,Friends",A little (mild),Pizza
635065,1,3,"Week day lunch,Week day dinner,Weekend lunch",7,Breakaway,Soda,"Siblings,Friends,Strangers",,Pizza
605452,2,6,"Weekend dinner,At a party",15,Uncle Grandpa,Soda,Friends,,Pizza
24137,4,7,"Weekend lunch,Weekend dinner,At a party,Late night snack",20,comedy,coke,Friends,,Pizza
518809,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2,none,fanta,"Friends,Teachers",A little (mild),Pizza
634646,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Assuming one serving means one slice: $3,Harry Potter,Coca Cola,"Siblings,Friends",,Pizza
630250,3,"flour, water, yeast, salt, oil, tomato sauce, cheese, pepperoni, vegetables.","At a party,Late night snack",6 to 9 dollars,ratatouille.,Sprite,Friends,,Pizza
411810,3,anywhere from 3 to as much as you like,"Week day lunch,Weekend lunch,At a party,Late night snack",$2 ,Toy Story,Pop with ice,"Parents,Siblings,Friends",,Pizza
211158,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,Home Alone,Soda,Friends,,Pizza
522877,3,Around 5 ingredients ,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6 ,Pirates of the Caribbean ,ginger ale ,"Siblings,Friends",A little (mild),Pizza
635024,3,"A minimum of 3 but there can be more, up to 7 usually.","Week day lunch,Weekend lunch,At a party,Late night snack",Around 3-5 dollars depending on the quality.,"Monsters, Inc.",Soda.,"Parents,Friends,Teachers",,Pizza
600849,2,4,"Weekend dinner,At a party",$6 ,Superbad,Ginger ale,Friends,,Pizza
605148,3,8,"Week day lunch,Week day dinner,At a party",Probably from $3-7. ,Home Alone,"Any soda: Pepsi, Coca Cola, Crush, Canada Dry",Friends,,Pizza
525853,1,3 to 6 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10 to 20 dollars,Spider-Man 2,Coca-Cola,"Friends,Teachers",,Pizza
835124,4,5,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$7 ,Teenage Mutant Ninja Turtles,Coke,Friends,,Pizza
634764,4,7,"Week day lunch,Weekend lunch,At a party,Late night snack",$10 ,The Grinch.,Coke,"Parents,Siblings,Friends,Teachers,Strangers",,Pizza
630117,3,"At least 3

 the dough, tomatoes sauce, and cheese","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",Around 15 for the most basic pizza,,Pop drink,Friends,,Pizza
631531,5,6-8,"Week day lunch,Week day dinner,At a party,Late night snack",~$5,back to the future,pepsi/water,"Parents,Siblings,Friends,Teachers",,Pizza
714062,3,At least 4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",Around 20 CAD,The Hangover,Coke,Friends,A little (mild),Pizza
629156,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,Teenage Mutant Ninja Turtles,Soda,Friends,A little (mild),Pizza
498563,4,"9: Flour, Levain (at peak) or instant yeast, water, salt, olive oil, tomatoes, mozzarella, basil","Weekend lunch,Weekend dinner,At a party",$12-20 depending on size,Home Alone,Water,Friends,,Pizza
625319,3,zero to four,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2-4$ ,Teenage mutant ninja turtles,Soda or water.,"Friends,Teachers",A moderate amount (medium),Pizza
526497,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6.00 ,Set it up,Coke ,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza
630999,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20 dollars,,Coke,Teachers,,Pizza
97339,1,5 or 6 ingredients,At a party,$10 ,Spiderman 2,Coke Zero,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
631909,2,3-5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5 ,"Mufasa, The Lion King",Coke,Friends,,Pizza
625349,3,"4 toppings

3 base ingredients (dough, cheese, sauce)","Weekend dinner,At a party,Late night snack",$20 ,Dune,sprite,"Parents,Friends,Strangers",A little (mild),Pizza
616836,3,5,"Weekend dinner,At a party",$3 ,Ratatouille,Diet Coke,Friends,A moderate amount (medium),Pizza
609116,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$4 ,The Big Lebowski,Soda,"Siblings,Friends",,Pizza
626789,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6,,diet coke,Friends,,Pizza
504599,3,5-10,"Week day lunch,At a party,Late night snack","I think the price of a full pizza should be 20 CAD. 

The price for a full adult male to eat should be 10 CAD",Fight Club,Diet Pepsi,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
522967,2,3,"Weekend lunch,At a party",12,spiderman,cocacola,"Parents,Teachers",A little (mild),Pizza
632893,3,10,"Weekend lunch,At a party",$15 ,Transformers,Pepsi,Friends,A little (mild),Pizza
626754,2,"At the bare minimum, pizza dough, cheese, tomato sauce. (3 Ingredients)","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$15 ,Home Alone,Coca Cola,"Parents,Friends",,Pizza
631583,2,6,"Week day dinner,Weekend dinner,At a party",18,Futurama: Bender's Big Score,Coke,"Parents,Siblings,Friends",,Pizza
616713,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15 CAD,The Italian Job,Water,Friends,,Pizza
